IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n44;21;21;32;['rapšu eļļa', 'ūdens', 'etiķis', 'cukurs', 'tomātu biezenis', 'olu dzeltenums', 'sinepju milti', 'sāls', 'modificēta ciete', 'dilles', 'garšvielas', 'krāsavielas', 'beta', 'karotīns', 'riboflavīns', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'sīpolu pulveris', 'aromatizētāji', 'satur sinepju sēklas un seleriju'];['rapšu eļļa', 'ūdens', 'etiķis', 'cukurs', 'tomātubiezenis', 'olu dzeltenums', 'sinepjij milti', 'sāls', 'modificētaciete', 'dilles', 'garšvielas', 'krāsavielas', 'beta', 'karotīns', '|niboflavīns', 'biezinātāji', 'ksantāna sveķi', 'guāra sveki', 'sīpolupulveris', 'aromatizētāji', 'satur sinēpju sēklas un', 'sēlēriju', '85 kj /384 kcal', '" ”0', '8', 'me y yu naluakj', 'mvuut uviņnun u4 70', 'aiviro jr ent ān lot k jduci conserver au rēfngērateur aprēs ouverture', 'a consommer de prēfērence hha tmajīrāgi kat «> «d gdl fe gn1b0', '85 |e34075 disseldori deutschland', 'wwwheinz', 'eu |'];1;2;[];['olu dzeltenums', 'karotīns'];1;0;1;['olu dzeltenums'];[];['karotīns']
n45;24;24;51;['saulespuķu eļļa', 'ūdens', 'tomātu biezenis', 'etiķis', 'cukurs', 'glikozes', 'fruktozes sīrups', 'olu dzeltenums', 'sāls', 'modificēta kukurūzas ciete', 'dilles', 'vorčesteras mērce', 'miežu iesala etiķis', 'melase', 'invertcukura sīrups', 'citronu eļļa', 'sinepju pulveris', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'aromatizētāji', 'krāsaviela', 'riboflavīns', 'diļļu ekstrakts'];['saulespuķu eļļa', 'ūdens', 'tomātu biezenis etiķis', 'cukurs', 'glikozes', 'fruktozes sīrups', 'olu dzeltenums', 'sāls', 'modificēta kukurūzas ciete', 'dilles', 'vorčesterasmērce', 'miežu iesala etiķis', 'melase', 'invertcukura sīrups', 'ūdens', 'sīpoli', 'sāls', 'tamarinda ekstrakts', 'ķiploki', 'garšvielas', 'dik citronu eļļa', 'sinepju pulveris', 'biezinātāji', 'ksantāna sveķi', 'mal guāra sveķi', 'aromatizētāji', 'krāsaviela', 'riboflavīns', 'diļļu 15lp ekstrakts', 'rads kalt īp', 'uzturvērtība 100 g', 'enerģētikā vērti ība 1540', '/3/2 kc 9', 'tauki 36 g', 'tostarp piesātinātās taukskābes 3', '1 8', 'bogļhidrāti 12 g', 'tostarp cukuri 9', '3 g', '12škiedrvielas 0', '33 g', 'olbaltumvielas 1', '0 g', 'sāls 2', 'kā', 'atvērtu uzglabāt ledusskapī un izlietot 6 nedēļu ja!a 4 ly 3saieta īdz', 'skatā uz iepakojum a', 'ražots f0 iela 119b', 'č— un partnari', 'dzimisw i ž int doī lan polen/ pays de production', 'pologre—aa šu aa na'];1;1;[];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n46;18;18;68;['ūdens', 'saulespuķu eļļa', 'etiķis', 'cukurs', 'ķiploki', 'sūkalu olbaltumvielas', 'piena', 'modificēta ciete', 'sāls', 'garšvielas', 'satur sinepes', 'maurloki', 'skābe', 'citronskābe', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'dabīgs aromatizētājs'];['ūdens', 'saulespuķu eļļa', 'etiķis', 'cukurs', 'ķiploki', 'sūkalu olbaltumvielas', 'piena', 'modincēta ciete', 'sāls', 'garšvielas', 'satur sinepes', 'maurloki', 'skābe', 'citronskābe', 'biezinātāji', 'ksantāna sveķi gunsveķi', 'dabīgs aromatizētājs', 'ieteicams līdz', 'skatīt uz vāciņa', 'uzglabāt sausā vietā istabas temperaturā', 'pēc atvēršanas uzglabāiedusskapi gb kiiiskaugukaste', 'koostisosad', 'vesi', 'pāevalīleēli', 'dādikas', 'suhikur kiuslauk  vadakuvalk', 'pāmast', 'mudlitseeritud tārklis', '5ool', 'vūrtsid', 'sisaldab sinepit', 'murulauk', 'hape lsidrunnape', 'palsendaja', 'lsanaamamn', 'guarkummā', 'looduslik lohna', 'ja maitseaine', 'parim enme', 'vt korgilt', 'pārast avarist sāliuno „kugesta”', 'kibiēksties g', '8', '17', '02242 vilnius', 'ltada kilmikus', '«gb patrasietuva', '+37052397739 infoeugestalt «c izplatītājs 31 žun partneri', 'dzirciema iela 1196', 'lv', '1055', 'rīga', 'latvija', '+37167472500', 'officeoeugesta', 'v «bd into', '0test as', 'rukki tee 5', 'lehmja 75306', 'eesti+37126827782', 'infodeugesta', 'ee e', 'a 420', "'", '400 nlsa a īs maistinē vertē/ uzturvērtība/ ittles toitevāartused lm 1009o> fnerginevertē/ enerģētiskā vērtība!', 'sg kd', 'e31110', '—— fnergiasisaldus a= riebalai/tauki/ min diva r—aoead kssss=a mis piesnīnātās taukskābes/ 294'];2;2;[];['sūkalu olbaltumvielas', 'piena'];2;0;0;['sūkalu olbaltumvielas', 'piena'];[];[]
n47;11;12;40;['rapšu eļļa', 'tomātu biezenis', 'etiķis', 'cukurs', 'olu dzeltenums', 'ciete', 'sāls', 'sinepju sēklas', 'garšvielu un garšaugu ekstrakti', 'satur selerijas', 'antioksidants', 'kalcija dinātrija edta'];['rapšu eļļa', 'tomātu bie', 'enis', 'etiķis', 'cukurs', 'olu dzeltenumsa"', 'ciete', 'sāls', 'sinepju sēklas', 'garšvielun garšaugu ekstrakti', 'satur selerijas', 'ant oksidants', 'kalcija dinātrija edta', 'brīvas turēšanas apstākļos dētas olas', 'uzturvērtība', '100g produkta satur', '—_', 'mai ēta vērtība 18124j/ 432kcai', '0', '8g', 'tostarp piesātin', 'taukskābesogir iidrāti 14', '7g', 'tostarp cukuri 12g', 'je c9g5', 'tumvielas 0', '9g', 'sāls 1', '5g', 'e cap', 'tvēršanas uzglabāt iedusskapi', 'j', 'heinz04 a altšr skatīt uz iepakojuma', '?', 'ublin', 'šā', 'izplatītājs', 'sia eugesta un pzcouk| dzire ema iela 119b', 'rīga167472500typical |values', '"deia alai'];1;3;['olu dzeltenums'];['olu dzeltenumsa"', 'brīvas turēšanas apstākļos dētas olas', '"deia alai'];0;1;3;[];['olu dzeltenums'];['olu dzeltenumsa"', 'brīvas turēšanas apstākļos dētas olas', '"deia alai']
n48;40;40;49;['ūdens', 'rapšu eļļa', 'invertcukura sīrups', 'sarkanvīna etiķis', 'konservēts sarkana paprika', 'ananāsu sulas koncentrāts', 'sinepju sēklas', 'kornišoni', 'cukurs', 'garšvielas', 'ķimenes', 'paprika', 'kajēnas pipari', 'oregano', 'kurkuma', 'koriandrs', 'ingvers', 'krustnagliņas', 'melnie pipari', 'baltie pipari', 'piparmētra', 'rozā pipari', 'zaļie pipari', 'čili', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'etiķis', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'sīpoli', 'ķiploki', 'ābolu etiķis', 'konservanti', 'e202', 'e211', 'garšas pastiprinātāji', 'e621', 'aromatizētāji'];['ūdens', 'rapšu eļļa', 'invertcukurasīrups', 'sarkanvīna etiķis', 'konservēts sarkanapaprika', 'ananāsu sulas koncentrāts', 'kornišoni', 'cukurs', 'garšvielasiķimenes', 'paprika', 'kajēnas pipari', 'oregano', 'urkuma', 'koriandrs', 'ingvers', 'krustnagliņas', 'melnie pipari', 'baltie pipari', 'piparmētra', 'rozāpipari', 'zaļie pipari', 'čili', 'olu dzeltenuma pul', '4 veris', 'modificēta ciete', 'sāls', 'etiķis', 'biezinātājiij iguāra sveķi', 'ksantāna sveķi', 'sīpoli', 'ķiploki', 'ābolu etiķis', 'konservanti', 'e202', 'e211', 'garšaspastiprinātāji', 'e621', 'aromatizētāji', 'loksutada! sakrata!sāailitamine avatuna', 'kūlmkapis', 'pēc atvēršanas', 'aukstā uzglabāšana', 'avamine', 'keera kork lahti ja eemalda tihendenne kasutamist', 'niatvēršana', 'noskrūvēt plastmasas vāciņu', 'noņemat nost aizsargplēvi', '| toitevāārtus/100 g + uzturvielas/100 g', '| giasisaldus /enerģētiskā vērtība 1327/320 kj/kcarasvad / tauki 28 a'];1;2;['olu dzeltenuma pulveris'];['olu dzeltenuma pul', 'e621'];0;1;2;[];['olu dzeltenuma pulveris'];['olu dzeltenuma pul', 'e621']
n49;17;17;27;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];['re h iedur a 4 cūkgaļa kūpināta', 'cūkgaļa', 'ploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoliffāpšu eļļa', 'rūbas', 'sāls', 'nuga ekstrakts', 'kkvlē u milti', 'kartupeļu šķiedras', 'garšvielas', '100g produkta uzturvērtība /meban uennogtb 100 r npoayktāam aenerģētiskā vērtība / 586 kj / kltmnogkar uennoctb 140 kcal / kkantauki / mkupu 710g/r"starp piesātinātās taukskābes / 14g/rom uene nacbiuentbie mmphblē kmcnotbiaalkidrāti / vrnesonu 18', '4 g/rtostarp cukuri / 8 tom uncne caxapa 772sasremviatas/ benxu 59g/rner ulšēaru', '0poxopp', 'j cyn cogooctap', "bāfarr ' niepbviema", '10pox', 'kaptoe/', 'komuejaa rocbmhuha', '40chok', 'co/ib', 'vephbif mepancoboe macnope', 'mn„nepnoobaa kpyna', 'coņmy va čaieteicams līdz"kaptoeadhaa kreruatva', 'un paras vu openražošanas datums | m prast āltacbmhhhodneto maaca / marea ueatta |'];2;2;['cūkgaļa kūpināta'];['re h iedur a 4 cūkgaļa kūpināta', 'cūkgaļa'];1;1;1;['cūkgaļa'];['cūkgaļa kūpināta'];['re h iedur a 4 cūkgaļa kūpināta']
n50;17;17;16;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];['coūdens', 'zirņi', 'kartupeli', 'cūkgaļa kūpināta', 'cūkgala', 'ieme zimi', 'kartupeli', 'cūlgaja kāpināta', '97', 'ūlgaļa', '—auga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas', '100g produkta uzturvērtība /uehhoctb 100 r nponyktaenerģētiskā vērtība / 586 k', '/ «xmeprermueckas ueehhocte 140 kcal / «kantauki / xkupsitostarp piesātinātās taukskābes /8 tom umcnē hachiiinemnanas sm samamaaā ja ar nati ito0g/r'];2;3;['cūkgaļa'];['cūkgaļa kūpināta', 'cūkgala', '/ «xmeprermueckas ueehhocte 140 kcal / «kantauki / xkupsitostarp piesātinātās taukskābes /8 tom umcnē hachiiinemnanas sm samamaaā ja ar nati ito0g/r'];1;1;2;['cūkgaļa kūpināta'];['cūkgaļa'];['cūkgala', '/ «xmeprermueckas ueehhocte 140 kcal / «kantauki / xkupsitostarp piesātinātās taukskābes /8 tom umcnē hachiiinemnanas sm samamaaā ja ar nati ito0g/r']
n51;17;17;29;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];['raūdens', 'zirņi', 'kartupeli', 'cūkgaļa kūpināta', 'cūkgala', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu ella', 'grūbas', 'sāls', 'auga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas', '100g produkta uzturvērtība /"uebaa uļehhoctb 100 r nponykta ienerģētiskā vērtība / 586 kj / kim"eprertmueckkas uehhoctb 140 kcal / kkantauki / mupbi 10g/rstarp piesātinātās taukskābes / 14g/r0oļ k mce hacbhuchhbiee mmphblc kmc/iotb!p t as laru', '0poxo5bin cyrcoctas', 'bojļa', 'topox', 'kaprode', 'cbmhuhaa', 'uechok', 'conb', 'ueppancoboe macno', 'nepnobasnuiehmuhar mņka', 'kapto', 'ieteicams līdz un partijasražošanas datums / bara'];2;2;['cūkgaļa'];['cūkgaļa kūpināta', 'cūkgala'];1;1;1;['cūkgaļa kūpināta'];['cūkgaļa'];['cūkgala']
n52;16;16;28;['ūdens', 'rapšu eļļa', 'tomātu pasta', 'cukurs', 'modificēta ciete', 'sāls', 'vājpiena pulveris', 'skābuma regulētājs', 'etiķskābe', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'aromatizētāji', 'konservants', 'kālija sorbāts'];['ūdens', 'rapšu eļļa', 'tomātu pasta', 'cukurs', 'modificētaciete', 'sāls', 'vājpiena pulveris', 'skābuma regulētājs', 'etiķskābe', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'aromatizētāji', 'konservants', 'kālija sorbāts', 'produkta vidējā uzturvērtība 100 g', '| ieteicams līdz', 'zneriēiskā vērība', '900 kj/ 220 kcal geviesis akas 148 | eleopadui070 | gebēlecussatiltl et 9 | neto', '3/0gee ražotājs', 'sia „orkla foods latvija"', 'zvaigžņu iela 1', 'orkla spīve babītes paa', 'babītes nov', 'lv2108', 'latvija', 'akan'];1;2;[];['vājpiena pulveris', '900 kj/ 220 kcal geviesis akas 148 | eleopadui070 | gebēlecussatiltl et 9 | neto'];1;0;1;['vājpiena pulveris'];[];['900 kj/ 220 kcal geviesis akas 148 | eleopadui070 | gebēlecussatiltl et 9 | neto']
n53;25;25;40;['ūdens', 'rapšu eļļa', 'cukurs', 'vājpiena pulveris', 'siers', 'siera aromatizētājs', 'satur', 'sūkalu pulveri', 'siera pulveri', 'sinepju pulveris', 'olu dzeltenuma puveris', 'ķiploki', 'sīpoli', 'vorčesteras mērce', 'sāls', 'biezinātāji', 'modificēta ciete', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'skābuma regulētāji', 'etiķskābe', 'pienskābe', 'konservants', 'kālija sorbāts'];['ūdens', 'rapšu eļļa', 'cukurs', 'vājpiena pulveris', 'siers', 'sieraaromatizētājs lara sūkalu pulveri', 'siera pulveri', 's eris', 'olsnuma pulveris', 'ķiploki', 'sīpoli', 'vorčesteras mērce', 'sāls', 'biezinātāj', 'modificēta ciete', 'guāra sveķi', 'ksantāna svekiregulētāji', 'etiķskābe', 'pienskābe', 'konservants', '„sinepju pulveris', 'olu', 'garšvielas', 'skābumkālija sorbāts', 'ieteicams līdz', 'skatīt atzīmi uz iepakojuma', 'uzglabāt temperatūrā0', '+pēc atvēršanas', 'uzglabāt ledusskapi', 'neto', '3/09 ražotājs', 'sia „orkla foods latvija”', 'zvaigžņu iela 1', 'da spilve', 'babītes pag', 'babītes nov', 'vāliorkla bezmaksas taluma atsauksmēm', '+371', '80004401', 'm"'];6;6;['siera aromatizētājs', 'sūkalu pulveri', 'olu dzeltenuma puveris'];['vājpiena pulveris', 'siers', 'sieraaromatizētājs lara sūkalu pulveri', 'siera pulveri', 'olu', 'olsnuma pulveris'];3;3;3;['vājpiena pulveris', 'siers', 'siera pulveri'];['siera aromatizētājs', 'sūkalu pulveri', 'olu dzeltenuma puveris'];['sieraaromatizētājs lara sūkalu pulveri', 'olu', 'olsnuma pulveris']
n54;26;26;45;['rapšu eļļa', 'ūdens', 'cukurs', 'sarkanvīna etiķis', 'sinepes', 'ūdens', 'sinepju sēklas', 'cukurs', 'etiķis', 'sāls', 'tomātu pasta', 'olu dzeltenums', 'jodēts sāls', 'garšvielas', 'tai skaitā čili pipari', 'modificēta ciete', 'skābuma regulētājs', 'citronskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'paprikas ekstrakts', 'antioksidants', 'e385'];['rapšu eļļa', 'ūdens', 'cukurs', 'sarkanvīna etiķis', 'sinepes', 'ūdens', 'sinepju sēklas', 'cukurs', 'etiķis', 'sāls', 'tomātu pasta', 'olu dzeltenums', 'jodēts sāls', 'garšvielas', 'tai skaitā čili pipari', 'modificēta ciete', 'skābumaa met', 'atronskābe', 'biezinātājs', 'ksantāna ar konservants', 'kālijasoroāts', 'krāsviela', 'paprikas ekstrakts', 'antioksidants', 'e389', '2 ž2 vidējā uzturvērtība 100 g', 'ieteicams līdz', 'produkta vidējā uzturvērtība 100 g', 'eret az iepakojumā"ei\'oehaet pezuaas ivokāoas mē', 'dj', 'pēc atvēršanas"tostarp cukuri 18 g', 'j', 'uzglabāt ledusskapi', 'olbaltumvielas 8g komražotājs', 'sia „orkla foods latvija”', 'zvaigžņu iela 1', 'lea nē', 'as mr vāli latvija', 'ki spilve', 'babītes pag', 'babītes nov', 'lorkla m ozmakgas els alsatvemēm', '+371', 'b00455u umwwwuw', 'enilva |v'];1;1;[];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n55;20;20;21;['ūdens', 'rapšu eļļa', 'piena pulveris', 'cukurs', 'modificēta ciete', 'sāls', 'ķiploki', 'olu dzeltenuma pulveris', 'pētersīļi', 'skābuma regulētāji', 'etiķskābe', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'ķiploku aromatizētāji', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'konservants', 'kālija sorbāts'];['ūdens', 'rapšu', 'peenā pulveris', 'cukurs', 'modificētaciete', 'sāls', 'ķiploki', 'olu dzeltenuma p vapri pētersīļi', 'skābumae', 'askorbīnskābe', 'ķiplokuaromatizētāji', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'konservantsleteicams līdz', 'skatīt atzīmi uz iepakojuma', 'uzglabāt temperatūrād', 'tpēc atvēršanasuzglabāt ledusskapi', 'neto', '3', '0glatvija'];2;1;['piena pulveris', 'olu dzeltenuma pulveris'];['olu dzeltenuma p vapri pētersīļi'];0;2;1;[];['piena pulveris', 'olu dzeltenuma pulveris'];['olu dzeltenuma p vapri pētersīļi']
n56;27;27;52;['ūdens', 'rapšu eļļa', 'vājpiena pulveris', 'spirta etiķis', 'cukurs', 'modificēta ciete', 'olu dzeltenums', 'jodēts sāls', 'dārza garšaugi', 'maurloki', 'sīpoli', 'paprika', 'pētersīļi', 'garšvielas', 'satur piena sūkalu pulveri', 'rauga ekstraktu', 'burkāni', 'pastinaki', 'skābuma regulētājs', 'pienskābe', 'biezinātājs', 'ksantāna sveķi', 'aromatizētāji', 'konservants', 'kālija sorbāts', 'antioksidants', 'e385'];['ūdens', 'rapšu eļļa', 'vājpiena pulveris', 'spirta etiķis', 'cukurs', 'mo', 'dificēta ciete', 'olu dzeltenums', 'jodets sāls', 'dārza garšaugi', 'maurlokisīpoli', 'paprika', 'pētersīji', 'garšvielas', 'satur piena sūkalu pulveri', 'rauga eks»traktu', 'burkāni', 'pastinaki', 'skābuma regulētājs', 'pienskābe', 'biezinātājs', 'ksan»tāna sveķi', 'aromatīzētāji', 'konservants', 'kālija sorbats', 'antioksicdanis e385', 'produkta vidējā uzturvērtība 100 g', '| leteicams līdzskatīt atzīmi uz iepakojumaaa  ppr menerģētiskā vērtība', '1460 kj/ 350 kcal las pa mtau a uzglabāt temperatūra', 'āā neē de " dem', 'pa "a', '|', 'toiostarp piesātinātas taukskābes 200 t', 'ogiharāl 67ā | pēcatvēršanastosti f =', '7mabāt ledusskan1051810 duku is i', '48 0 uzgabai i lnus ka', 'olbaltumvielas 190sas 108 | neto', '0— ražotājs', 'sia „orla foods latvija”', 'zvaigžņu 68', '— pan  pa |', "' ”", 'lata ssbai  — —', '— au ļ mi', 'āā', "a ” ” ' 1", '| | |p1 r = ž pa na ā 2', 'ja lu 1101', 'lunalv u re pa i i i vu 27', '— — — ča mā m', 'kiamen vmmm še mam še pa ne s l 045 "d7 m cu diai 5 mu — > latu ada— i i ai m ā', '"a ieks ie =! v w —'];3;3;[];['vājpiena pulveris', 'olu dzeltenums', 'satur piena sūkalu pulveri'];3;0;0;['vājpiena pulveris', 'olu dzeltenums', 'satur piena sūkalu pulveri'];[];[]
n57;23;23;35;['ūdens', 'rapšu eļļa', 'cukurs', 'ananāsu sulas koncentrāts', 'baltvīna etiķis', 'olu dzeltenuma masa', 'mango pārslas', 'mango biezenis', 'sinepes', 'modificēta ciete', 'spirta etiķis', 'sāls', 'karija pulveris', 'biezinātājs', 'ksantāna sveķi', 'garšvielas', 'konservants', 'kālija sorbāts', 'paprikas aromatizētājs', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];['ūdens', 'rapšu eļļa', 'cukurs', 'ananāsu sulas koncentrāts', 'baltvīna etiķis', 'olu dzeltenuma masa', 'mango pārslas', 'mangobiezenis 1', '59 „modificēta ciete', 'spirta ētiķis', 'sāls', 'karija pulveris', 'biezinātājs', 'ksantāna sveķi', 'garšvielas', 'konservants', 'kālija ditapaprikas aromatizētējs', 'krāsviela', 'beta karotīns', 'antioksidants', 'e380ļņčbļļņņh hrčdččļčprodukta vidējā uzturvērtība 100 g', '| sece es iepakojuma| enerģētiskā vērtība', '1230 kj/ 300 kcal labāt temperatūrā| i ata leseotetrareetatjeent izrēcee ste 27 g 4 xi', 'e3506', 'tostarp piesātinātās taukskābes', '200 | pēc atvēršanasogļhidrāti', 'deerennenenenanentkttteite 1329 | uzglabāt ledusskapibostano cukufi', 'eeeinnenaenriene eks 08 g 5olbaltumvielas', 'askntnrennes nekā tee te 94', 'nare', "' atājs", 'vija”', 'zvaigžņu iea»', 'ražotājs', 'sia „orkla foods latvija p717 latvijavb ubs ž+mnn kn'];1;2;[];['olu dzeltenuma masa', 'beta karotīns'];1;0;1;['olu dzeltenuma masa'];[];['beta karotīns']
n58;27;27;13;['ūdens', 'rapšu eļļa', 'siera pulveris', 'siers', 'emulģējošā sāls e331', 'sāls', 'es', 'biezinātājs', 'modificēta kukurūzas ciete', 'fruktoze', 'sāls', 'stabilizētāju maisījums', 'piena olbaltumvielas', 'biezinātājs e1422', 'paniņu pulveris', 'stabilizētāji', 'e415', 'e435 e412', 'sūkalu pulveris', 'olu dzeltenuma pulveris', 'sāls', 'glikozes sīrups', 'sinepju ekstrakts', 'skābuma regulētājs', 'etiķskābe', 'garšvielas', 'ķiploku eļļa'];['|', 'ļ s — =', "wi — c = aom ja = ass —'", 'k j os =a s ss = 5 bb sbs las 3 a su rs rio os ss', 'a', 'as a a s azes m a s as = js t ras', '=— a ss a =', 's a an s 5 ses ma a = —cr', 'rs ss aspe r i ut d1 scs d ta d es = a»', 'se s ao', 'cc roa " — =nījie5gvjl190skatīt uziī1skapias numuruātleduss=a', 'sst> |', 'līdc|ļte'];6;0;['siera pulveris', 'siers', 'piena olbaltumvielas', 'paniņu pulveris', 'sūkalu pulveris', 'olu dzeltenuma pulveris'];[];0;6;0;[];['siera pulveris', 'siers', 'piena olbaltumvielas', 'paniņu pulveris', 'sūkalu pulveris', 'olu dzeltenuma pulveris'];[]
n59;19;19;0;['ūdens', 'ābolu biezenis', 'cukurs', 'glikoze', 'biezinātāji', 'ksantāna sveķi', 'modificēta ciete', 'garšvielas', 'sausais vistas buljons', 'satur selerijas', 'skābuma regulētāji', 'etiķskābe', 'citronskābe', 'sāls', 'karamelizēts cukura sīrups', 'konservanti', 'kālija sorbāts', 'nātrija benzoāts', 'aromatizētājs'];[];1;0;['sausais vistas buljons'];[];0;1;0;[];['sausais vistas buljons'];[]
n60;11;11;19;['rapšu eļļa', 'ūdens', 'olu dzeltenums', 'cukurs', 'spirta etiķis', 'sinepes', 'sāls', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385'];['rapšu eļļa', 'ūdens', 'oludzeltenums', 'cukurs', 'spirta etiķis', 'sinepes', 'sāls', 'krāsviela', 'beta karotīns', 'antioksidants', 'e385', '04uuzturvērtība 100g  iporēiz iddenerģētiskā 2940/7151110vērtība', 'k', '/kcallauki', 'g 77 16valdrppiesātinātās 58 | 09taukskābes', 'gogļhidrāti', 'g čtostarp cukuri', 'g', '34 | 05 |4 87 vammas — ma 1 a'];1;2;['olu dzeltenums'];['beta karotīns', 'oludzeltenums'];0;1;2;[];['olu dzeltenums'];['beta karotīns', 'oludzeltenums']
n61;12;12;63;['pilngraudu auzu pārslas', 'oligofruktoze', 'cukurs', 'pilngraudu kviešu pārslas', 'saulespuķu eļļa', 'rīsu ekstrudāts', 'rīsu milti', 'sasaldējot kaltēti zemeņu gabaliņi', 'medus', 'sāls', 'dabīgs aromatizētājs', 'antioksidants e306'];['pingraudi a auzu tuigāras', 'splipofruktaae', 'cukurs', 'pinga uduam " kviešu pārslas', '„saulespuķu eļļa', 'rīsu ekstrudāts', 'rīsu milti', 'sasaldējot kaltēti zemeņu gabaliņi', 'medus', 'āls', 'dabīgs aromatizētājs', "'antioksidants e306", 'var', '| ieteicams līdz', 'skatīt uz iepakojuma', 'uzglabāt vēsā un sausā vietā', 'baudiet kopā ar pienu', 'jogurtu vai kefīru', 'ražots| polijā pēc īpaša rimi pasūtījuma', 'pilgraudu auzu pārslu un kaltēto zemeņu izcelsme', 'es un ārpus es', 'alā s l9iā rimi ilatvia', 'a s 161', 'i 3', 'lv', '1021', 'bezmaksas tālrunis atsauksmēm latvijā', '80000 180', 'š ē a testa z', '—', 'a gsše —=', 'x 8 =', '2 m "8', '„1  gas 4  ās k va š kam aa4', 'a', 'a', 'j es saaks ku aus att', 'c agieam a a za sau ž  x es < es', 'ā', 'mi žē še „rd 8 taata tibsniai su lbraškēmis', 'sudedamosios', 'dalyss vidu grūdo dalig avižu drosmi 526', 'olga žtrašu ras grūdo daliy kviečiuy dribsniai', 'saulēgražu aliejus', 'ryžiu išspaud str mai oia', 'braškiy gabalēliai', 'medus', 'druska', 'natūrali kvapioji "i ga', 'ga', 'aiokadana ti 0| riešutu', 'pieno', 'soju', 'ir sezamo seklu pēdsaku', 'ieriausias ikl', 'za ot lūrācai| mēgaukitēs su pienu', 'jogurtu ar kefyru', 'pagamintā lenkijo', 'i araimiās«dribsniuy akum braškiu kilmē', 'es iem ne 3', 'platin i', 'ut s kli hi tarnavi ļ— a"tozē', '='];1;11;[];['medus', 'medus', 'baudiet kopā ar pienu', 'baudiet kopā ar pienu', 'jogurtu vai kefīru', 'jogurtu vai kefīru', 'pieno', 'za ot lūrācai| mēgaukitēs su pienu', 'za ot lūrācai| mēgaukitēs su pienu', 'jogurtu ar kefyru', 'jogurtu ar kefyru'];1;0;10;['medus'];[];['medus', 'baudiet kopā ar pienu', 'baudiet kopā ar pienu', 'jogurtu vai kefīru', 'jogurtu vai kefīru', 'pieno', 'za ot lūrācai| mēgaukitēs su pienu', 'za ot lūrācai| mēgaukitēs su pienu', 'jogurtu ar kefyru', 'jogurtu ar kefyru']
