IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n21;16;16;99;['kviešu milti', 'cukurs', 'palmu eļļa', 'ūdens', 'glikozes', 'fruktozes sīrups', 'iebiezināts piens ar cukuru', 'piens', 'cukurs', 'emulgators e322', 'sojas', 'sāls', 'irdinātāji', 'e503', 'e500', 'aromatizētājs'];[': kviešu milti, calm pālmu eļb, ūdens, glikozes traltētes siups iebiezīnāts piens ar cukuru 07% piens, cukurs a % a\nemu ors e322 veļas} sāls, irdinātāji: e503, e500, aromatizētājs. var: er ētsl vērtība la\n1968 m aeg kai tauki 16, aita piesātinātās taukskābes 7,3 g, oglhidrāti 70,2 g, tostarp cukuri 19,5 g, šķiedrvielas 2, g.olbaltumvielas 9,1 g,s31503g.leteicams 0 m\nlīdz: skatīt uz iepakojuma, zglabāt sausā vietā. ražots lietuvā ķ ipaša rimi pasutījuma. miltu izcelsme, £5. izplatītājs latvijā: sia rimi latvia, a, deglava iela 161,  —\nriga, lv-1021. bezmaksas tālninis atsauksmēm latvijā: 80000 180. " „ "z\n} s. 8 6 āā a ā ā : i „\n\n'];2;1;['iebiezināts piens ar cukuru', 'piens'];['piens'];2;0;0;['piens', 'piens'];[];[]
n22;20;21;82;['pilngraudu kviešu milti', '78g', 'rivētā mocarella', 'piens', '8g', 'rivēts ementāl siers', 'piens', 'kaltētu tomātu gabaliņi', '7g', 'linsēklas', '6g', 'extra virgin olīveļļa', '4g', 'sezama sēklas', '3g', 'jūras sāls', 'raugs', 'mieža iesala ekstrakts', 'provansas garšaugi', '0', '3g'];['m tomātu 8 mocarellas "4\ns anerauou sausnazītes kam vo\nši ns ilngraudu kviešu milti {78g**}, rivētā mocarella 4\n: ve gai rivēts ementāl siers {piens}, kaltētu tomātu gabaliņi | pa\n+ deal linsēklas {6g**}, extra virgin olīveļļa {4g**}, sezama sēklas 8 7\n11 aainuras sāls, raugs, mieža iesala ekstrakts, provansas garšaugi 4\nv = "1007 produkta ražošanai. — 4 1\n1% vidēja uzturvērtība = — 100gmērv. ru\nf enerģetiskā vērtība ——  ———————————————17161u/409kcadl mila\nj tauki ——————————13g9.. bn\ntostarp piesātinātās taukskābes —— 37 g | "ē\ni oglhidrāti sū\ntostarn niebiees | 14\n\n'];4;2;['rivētā mocarella', 'piens', 'rivēts Ementāl siers', 'piens'];['mocarella', 'siers'];3;1;0;['piens', 'mocarella', 'siers'];['piens'];[]
n23;12;11;126;['rudzu milti', 'miežu graudi', 'cukurs', 'saulespuķu sēklas', 'rudzu iesals', 'tīrkutūra', 'piens', 'pienskābās baktērijas', 'kviešu klijas', 'sāls', 'ķimenes'];['cd naa bvay 7. ma\naas sr aa i a a —” r\n„asa a at a a _——— s ee” de ok pr aj : aa\nm = ā : : } ļ - i da ā: }\nš a us as = 3 — š č g w 8x kas :: 74 pa ā\n| wa gra } hm y}/\npi a we am names com jā 1 14 žž\nmii "lava : a ana a-————čdlt, cm 0} ma\n| v g atavot t va *\nel ta zraugai // |}\n,. a m sak ba " : m, 7 m |\ne-i skābe 3eo } : āā : mi 9 g }\n: : is : } ”" |\ni | , āā š mu\nao s nu m ie s s\nm a ms | 4 u } y\nm ta d 4\'751001"263548 ja\nm ! š\n+ kaiš s n . +4\nj vi | 2 3 ”\n\n'];2;0;['tīrkutūra', 'piens'];[];0;2;0;[];['tīrkutūra', 'piens'];[]
n24;36;36;206;['kviešu milti', 'piena šokolāde', 'cukurs', 'kakao sviests', 'pilnpiena pulveris', 'kakao masa', 'emulgators e322', 'sojas', 'nehidrogenētas augu eļļas', 'palmu', 'saulespuķu', 'cukurs', 'auzu milti', 'baltā šokolāde', 'cukurs', 'pilnpiena pulveris', 'kakao sviests', 'vājpiena pulveris', 'emulgators e322', 'sojas', 'aromatizētājs', 'tumšā šokolāde', 'cukurs', 'kakao masa', 'glikozes sīrups', 'kakao sviests', 'emulgators e322', 'sojas', 'glikozes', 'fruktozes sūrups', 'olu pulveris', 'sāls', 'irdinātāji', 'e450', 'e500', 'aromatizētāji'];['ā ā 1 i f kb siika dā + i aa "3 f\n4\n: \' | i\nli a aa |\nm u h } ča cr entaā 2: je { h - : : } : 2 :- ē er m šā šaaomtm ee ua 3 rarokģmāis vir dega\nkarma aaa ee , rr aaaabr at i vai at dē randeniai 6 d om\n$ ou ja j, tostarp | a m . : 1} a tu paies "a 4 a -, yj a de es uma velas can la t šai , . : an,\n:} aa a. ved is } „jv āā? mvicids 3 m } s jh t " : s1 \' zs ko jzier ku jun, 4 a i pr a ž: hull , jun uunu\nv i tend etud} a 1 iena kojuma a vēri as izlietot / dienu laika ā už abāt ma m saules sta 4 di \' uab, rīm latira pauda 6 6-1, 91437\nma a tood vietā. ražots nīderlandē pēc īpaša rimi pasūtījuma. ookolādes izcelsme: atītājs\na 11 9. mb n ti j | asa . . ba j}\nās: ir na rir 1 latvia, a paeglava tēla 161, rīga, lv-1021. bezmaksas tālrunis\nnelson tests. latvijā: sna rī a.\natsauksraēra latvijā: 80000 180. mo ā akas\njai\nata % : ba ka — ā čā a.\ni ļ d — aj a\n, j ū č a t s mn ka ž\n\n'];5;0;['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];[];0;5;0;[];['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];[]
n25;32;32;139;['kviešu milti', 'siers', 'piens', 'kalcija hlorīds', 'baktēriju tīrkultūra', 'pārtikas krāsviela annato', 'margarīns', 'augu tauki', 'palmu eļļa', 'augu eļļa', 'rapšu eļļa', 'emulgatori e471', 'saulespuķu lecitīns', 'skābuma regulētājs citronskābe', 'krāsviela beta karotīns', 'olu masa', 'cukurs', 'rapšu eļļa', 'garšvielu maisījums', 'kaltēti dārzeņi', 'burkāni', 'kurkuma', 'dilles', 'pētersīļi', 'sīpoli', 'paprika sarkanā', 'raugs', 'ķirbju biezenis', 'sezama sēklas', 'sūkalu pulveris', 'sāls', 'rudzu milti'];[': kviešu milti, siers ahi n ē- tt %\na tīrkultūra, pārtikas krāsviela annato aa at\n* urkultūra, pārtikas krāsvielalani | «\n| 4 na | ša\n* augu dļa {rapšu dļa}, am 2 nas „ 4\nes —ū - a 2 -. b ob r ā d | |4\nag me ds } da ao —\n| dļa, garšvielu maisījums} | āni, kurkuma, dilles, ā ee\nma ms a a a a ai a aj aa : - i\nu pulveris, sāls, rudzu mi |\nj —ļ———c— — cee d : | " m. £ {{ —- , kad c i ki 28.8 g, no } saja ās ķ: :\n—gg5»ķ5hxk"g"ķ5"ķ5 "5 00 j m {5s . hhiedrā vm a. m u še m ā ē. "\nā mmmm ja a} ž vw - kč j i , is p ēri :\n. |—_|ļ{\'īēceeaaeeemll a ā j | z f šā šā _\nš — deždzeēeezeēeze}zedzezem cc \' a as . : | j / ā\n3 mmmm o žt ķ " , ģ a āā g a\n\n'];4;2;['piens', 'baktēriju tīrkultūra', 'olu masa', 'sūkalu pulveris'];['siers', 'tīrkultūra'];1;3;1;['tīrkultūra'];['piens', 'olu masa', 'sūkalu pulveris'];['siers']
n26;26;26;106;['kviešu milti', 'cukurs', 'margarīns', 'palmu eļļa', 'rapšu eļļa', 'ūdens', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'sāls', 'skābuma regulētājs e330', 'aromatizētājs', 'krāsviela e160a', 'ūdens', 'olas', 'raugs', 'invertcukurs', 'emulgatori e322', 'sojas lecitīns', 'un e471', 'pilnpiena pulveris', 'fermentēti kviešu milti', 'sāls', 'miežu iesala milti', 'kviešu iesala milti', 'aromatizētājs'];[' {alergēni ir norādīti slīprakstā}: kviešu milti, a\nv cukurs, margarīns {palmu ž rapšu aa ūdens, emulgatori ms\ne322 {sojas lecitīns} un e471, sāls, skābuma regulētājs e330, ah\n: piebiomranima krāsviela e160a}, ūdens, olas, raugs, invertcukurs, f\n| ziļem nama e322 {sojas lecitīns} un e471, pineiena pulveris, fermentēti ņ\nkviešu milti, sāls, miežu iesala milti, kviešu iesala milti, aromatizētājs.\npaziņojums — uzturvērtību {100 g}: enerģētiskā vērtība\n1841 kj /440 kcal, tauki 21 g, -tostarp kurzemes taukskābes 9,63 g, |\nogļhidrāti 55 g, -tostarp cukuri 20,7 g, šķiedrvielas 2,3 g, |\nolbaltumvielas 6,4 g, sāls 0,90 g. |\nneto daudzums: 85 g c\n| ij ļ ”c izlietot līdz:\npie temperatūras ne augstākas par 25\n\n'];2;0;['olas', 'pilnpiena pulveris'];[];1;1;0;['olas'];['pilnpiena pulveris'];[]
n27;54;54;197;['kviešu miiti', 'margarīns', 'palmu tauki un eļļa', 'ūdens', 'emulgators taukskābju monoglicerīdi un diglicerīdi', 'sāls', 'konservants kālija sorbāts', 'skābuma regulētājs citronskābe', 'aromatizētājs', 'krāsviela karotīni', 'augu tauku putukrējums', 'ūdens', 'pilnīgi hidrogenēti augu tauki un eļļas', 'palmu', 'rapšu', 'saulespuķu', 'kukurūzas', 'sojas', 'cukurs', 'stabilizētāji', 'sorbīta sīrups', 'ciete', 'piena olbaltumvielas', 'emulgatori', 'taukskābju monoglicerīdu un diglicerīdu monoacetilvīnskābes un diacetilvīnskābes esteri', 'sojas lecitīni', 'taukskābju monoglicerīdu un diglicerīdu pienskābes esteri', 'sāls', 'aromatizētājs', 'krāsviela beta', 'karotīns', 'ūdens', 'kukurūzas ciete', 'garšviela', 'cukurs', 'sāls', 'sīpolu pulveris', 'aromatizētāji', 'satur krāsvielu paprikas ekstraktu', 'ķiploku pulveris', 'garšas pastiprinātāji', 'mononātrija glutamāts', 'dinātrija 5`ribonukleotīdi', 'skābuma regulētājs citronskābe', 'maltodekstrīns', 'tomātu pulveris', 'pilnīgi hidrogenēta rapšu eļļa', 'krāsviela paprikas ekstrakts', 'antioksidants rozmarīna ekstrakts', 'sāls', 'cukurs', 'kaltēti tomāti', 'kaltēts baziliks', 'aromatizētājs bazilika'];[': 5% a aijī\nm kviešu miiti, margarīns {palmu tauki un eļļa, ūdens, emulgators taukskābju monoglicerīdi nu bo ma t\nu diglicerīdi, sāls, konservants kālija sorbāts, skābuma regulētājs citronskābe, aromatizētājs, es s os\n4 krāsviela karotīni}, augu tauku putukrējums {ūdens, pilnīgi hidrogenēti augu tauki un eļļas ze m t\n— diacetilvīnskābes esteri, sojas lecitīni, taukskābju monoglicerīdu un diglicerīdu pienskābes esteri} i | ā\nsāls, aromatizētājs, krāsviela beta-karotīns}, ūdens, kukurūzas ciete, garšviela {cukurs, sāls, sīpolu | r 28\npulveris, aromatizētāji {satur krāsvielu paprikas ekstraktu}, ķiploku pulveris, garšas pastiprinātāji | ma\n{mononātrijaglutamāts, dinātrija s ribonukleotīdi}, skābuma regulētājs citronskābe, maltodekstrīns, |\ntomātu pulveris, pilnīgi hidrogenēta rapšu eļļa, krāsviela paprikas ekstrakts, antioksidants | za\nrozmarīna ekstrakts}, sāls, cukurs, kaltēti tomāti 0,28%, kaltēts baziliks 0,14%, aromatizētājs | tt\nbazilika. varsaturēt olu, zemesriekstu u.c. riekstu daļiņas. uzglabāt: 18+/-5"c temperatūrā. | t al\n 100g produkta uzturvērtība: enerģētiskā vērtība 2148 k}/515 kcal, tauki -32g {tostarp a * as\n— piesātinātās taukskābes — 199}, ogļhidrāti 504 {tostarp cukuri 3,49}, olbaltumvielas —6,7 9, a i i\nsāls — 2,39. * ieteicamā deva vidusmēra pieaugušajam {e2400 k} vai 2000 kcal} "lporcijasatur m a\na aptuveni 5 g. šis iepakojums satur = 35 porcijas. ražotājs: sia „orkla latvija”, mieraiela 22, ļ m\n4 rīga,lv-1001, latvija. tālrunis atsauksmēm +37167080700. www.staburadze.lv a ” š\naa tk\n\n'];1;1;['piena olbaltumvielas'];['olu'];0;1;1;[];['piena olbaltumvielas'];['olu']
n28;34;34;1449;['kviešu milti', 'margarīns', 'augu eļļa', 'palmu', 'rapšu', 'ūdens', 'pārtikas sāls', 'emulgātori', 'sojas lecitīns', 'taukskābju monoglicerīdi un diglicerīdi', 'konservants', 'kālija sorbāts', '<', 'skābuma regulētājs', 'citronskābe', 'dabīgs aromatizētājs', 'sviesta', 'pārtikas krāsviela', 'beta karotīns', 'rapšu eļļa', 'siers', 'govs piens', 'pārtikas sāls', 'konservants', 'e252', 'siera ieraugs', 'ferments', 'renīns', 'pārtikas krāsviela', 'beta karotīns', 'olu masa', 'sāls', 'kartupeļu ciete', 'cukurs'];['— k v\nkau ž j .-\n| % aa : j ā\n| j ļ a ģ .\n. : \' . 07 : a r n n s au 6731744114 : 2 z 13 10nevvaanus\nj : :: ri re s s les aa aa aaa a a aaa m saimn m4  — ti = era *\n: : : a : m ma s i š} aš 8 v am aa da m aa da a ga īm a die am n ma aa aaa mati de taas a see tes r eet bēš vpp v us,\na a i me a a m ea s a aa a n a n n ea a a ras ss r s 8 wait 588 a tisjigi ve māsiiistīijs +3\nkai da a ana a aaraa j tes datas m {,, u s ad citi 9 aaa m jaa wake m aa diem a aa sa a te ša dv a a a v e35 s srs per ree pre pr rer :rzreēzrbeprvē v šos lo dbu 2\nsaaka ae m t ee. s ej ! — es pri ii iu ss sus ss ss es aa s ee pi a la ses s t es s la pb na it 23 j\nta ar md s ma s a t a ik kat mn nana i aa r in anae nm tio is vuarbu i eherdeenune vaarnu tid\nka 7 "„ aa te a bb imēiši sas 4: 3 18} m fa u u emmas s aaa sia aa es u 1d 3 53 us samiimātiešāit 3% ads š: jā mm šimifimetij! h 3 c 1131475 € ti\nx aa js aa iris aa m = m ee pr s k r s r s nes ko ba a a 8 peress g pi rs ds 9 pr r r r rer llu š slads\ni m a a ins it a a is 4 * 31 cap: i t ut cat bw pavada takaa si m m 9 rata ve m a vricais ae s re tb a ama r laši ii\nnt pa a ž \' ee a 8 iivs arti nw m g {281 s r 6 trakas 9 ats 494 es a mas m m vn z sie šš es s a nlo li s a\nviet = ai s a a ma r ku ēmietā letššm ss nadla -. dd š s ea rod s me a aa pt ta kā 58 g pe s šā k o\nmam t a s ša 2 ises t rs i ps s a r r r r ei rrtts s pr r d ka es ieee s ee s s i s ra\naa me lai m d iem a tr nn c inn a sama visiem rss aa man igšs ā a a r re s s otu as ls pi 2\ni ea rem a a \' čr : es littijt. nī:te seima siejēs us mt tas a gids dt ja š ēr s m a a s abi din 73 e2383 53 p132 5! es dzd a ass\nbe aa 2: s r r rrr r ie n i m t m a s kid adztia se —\njas ri vē pa, - es s sss r rs ats a a a aa s a n s a s m s 8 e3008 is se i s o ot nos —_—_———.\ng a a t — krasviela beta karotīns} rapšu eļļa siers {18 aus — — ——— s zzedndmm\nbi ieai a ska \' m t a t na ta kg u ais radā s is seinas mr ras bg aa s \' eee me mam a boss i m 8\nai , " . m em ma ku rr i seni dear a da a aalhulnac racuhas\n, . i i iaea a i n rs ee r pe n a nss ac taukskābes} ceaihulaas ravh\nkūri x m er ee tā s pes s ps a ra a ara mm ram a mas atd bos a at as iaukskadēs/ 56 ya ais\nsa : * bens dara sa na a t me asa amu, uatai jj picod lala. a naedas m att\n: es % 24 t az iati bi — 33} = = 8 ww. 8 rs = maa s pp x 5-1 s a miss z aa i dara ata ai as ” arābu a s\n, , i : 4} e 15 — jarikas $di5 r 3 4 = 188 ž s aaa m m nas šet 2 m ēka i pbdemā ts, rns rrr kā fr t r ē ā\n" ja s res s dt , ss zs < a —— a rrr re r rs ee ee sks m $ araa % sartaa a 1709481 {ul} |\n: , i a a ia aa a s aa ešaa cr zinaias rimbašu riteč 5} 3 :\n+ 0 ee co s e piee s u} f. 5 rr pk meiass 11 ae 6 ūū 8 4 a 6: 4. 14 n 4 58 m {46} š 444} % aita» ša , . š 8\n4 es in ooni sc aroninc i karas a kit date kit s 3 f z kauju la pes \' :\nfr ee ž a tie 56 r37. 1883. me ee aa 28m va 29 e7588 3 9 s li ma as a ts še ss i : : : : k\nā es s hs tim ss as kia pen ts a is s ta ka s een n ai š: a š : : =\nā seb ši ne šš erlšs arn a o ne s per rer er rrr ies s n k s s a " ē rk s\n: : ss et gos dk r ā res peress sa m ss i a x rk es a a s lēnā\nu ddia  —- ar femmja 1 t pda ps ts s s a š ii na es % a\n: — map sms a is 041} l- sērs avatijā š te 4 c1. 4} 1 ž "ae e10891 igs altu šo i ee en ari aaa\nss a le m sia am m lašāss tt +4 z 18 ž a a a , a a s a a ta šā _—_\n7 hg, 5g 14/097, kuru es a de a aaa a a a\nsll lr, os ls a 2 ps pr šos rs i se "a 8 gre a 4 . a s — es j š hī\nes s lo nds d a r s a pr ps ps a s ka aa n\ni mammas aim ac m < zs neka i eg naa da mam a\nš pr i i iii ii i a a a aaa aa a ae a kaka idea s a 8 s aa s | msi \'\ns a -— ii šakina šai iris āri a a n a rama s na 13 dit ai +8\na ei za v ia 3 as 38 rb ups s sr r hg su odt t ā\nsa ei sll mēs 88 k a em ri 58 če s a 9s ars seas a a ņ :\na ra ra a kk aa a aa taa ua 8d 3 {\nss eat aītās de m po a m ag ae ka nagi pen eta pe bao s am zaman g : ļ\nta e ha nu ua nu tai u, bu iu a im\ni a a s u na t r a n m o o s ppr pau\nra šš o lal, la sdr s srs mrs pa a s aa s ās a u\nes n son tes sort s pirates šu a v i a ses % maevou % mis a ne ies s o3tari {4 ģ cu\n« rp kāsis mars 81085 vote v st dā 6: "go }3 > gati ņa mua 9g. 5: m x . s 8 gt a } :\nem 5530 dt zeta ie dd a de nn sers is cari\n: atm a zema iz ādde r i ne s s a int <} 4\nče a x : s, s rrr pe oe eee pr rr ee r s * as . sa m manas "\nsl r i st pss teeee trs a kam aa va\nm : k: , pe ts 89937989502 er aaa s a sa 5 : aa\na ss 4 . i : < s sa ae ss et es as as ae ra vs ā\n2 š sl lrs ie s a m : , x ma\n” fj le vrs olšs % lsl laser snn a aa : sa a } - aut i\n: lsl s lta d le s s te r rs a m ņ\ng - ee 2 š no nss oe — r — a em }\nb — % avtīj + 4} 3: to vēzi ž :\n| , % ņ e39431 a x a aaa ss s . } š\nes j "i ž: ir y , . , 9 p 4 ņ ķ ž , :\n, \' i s " 47 ā ,\nļ 9 k, : 4 kā r ā , % w a š šā o jr\nž k a} 9} ws m v v kk yy\nf ā | v | :\n"m + a la\n\n'];6;2;['sviesta', 'siers', 'govs piens', 'siera ieraugs', 'renīns', 'olu masa'];['mati', 'karotīns'];1;5;2;['siers'];['sviesta', 'govs piens', 'siera ieraugs', 'renīns', 'olu masa'];['mati', 'karotīns']
n29;24;24;130;['rīsi', 'ūdens', 'kartupeļi', 'sīpoli', 'tomātu pasta', 'liellopu gaļa', 'burkāni', 'sāls', 'sausais garšaugu buljons', 'satur garšas pastiprinātāju nātrija glutamātu', 'krāsvielu e100', 'rapšu eļļa', 'selerijas', 'sausais liellopu gaļas buljons', 'liellopu buljons', 'liellopu tauki', 'satur rozmarīna ekstraktu', 'liellopu gaļas pulveris', 'maltodekstrīns', 'ķiploki', 'cukurs', 'skābuma regulētājs', 'citronskābe', 'garšvielas'];['a" — — u ———\n- . a t ra 4 % —— š m rem la aaa , _ „\nš ga a eee . — emer āū\n" -— i are segas . a cc i a ona a m a a”.\na. ui: rīsi, ūdens, kartupeļi, sīpo!\n, z liellopu gaļa 7%, burkāni, sāls, sausais :\naa ga garšas pastiprinātāju nātrija g ā\nļ m e100}, dū eļļa, selerijas, sausais li, āā\n. {liellopu buljons, liellopu tauki {satur | n ! j\nfr „liellopu ga ās pulveris, maltodeks! u1\n3 runa rodlētaj {citronskābe}, a o "——\ni "-\nprodukta vidējā uzturvērti .\nts reo sa vaemaenans .\ny ēner āā = īha v |/l f{ | - ,\nnerģētiskā vērtība, kj/kcal” , -\nšu ā čļčččččļ! tais oo ļ garu t\n” | og|hidrāti, g | ij\n| —č. , \' :\ni 10starpeukuri 5\nā = pt miami —: ,\n{4 odaltumvielas c | «\npf sāls, e- 2 — "\n— : wwr * a\n\n'];5;4;['liellopu gaļa', 'sausais liellopu gaļas buljons', 'liellopu buljons', 'liellopu tauki', 'liellopu gaļas pulveris'];['liellopu', 'liellopu', 'liellopu', 'gaļa'];4;1;0;['liellopu', 'liellopu', 'liellopu', 'gaļa'];['liellopu tauki'];[]
n30;24;24;85;['rīsi', 'ūdens', 'kartupeļi', 'sīpoli', 'tomātu pasta', 'liellopu gaļa', 'burkāni', 'sāls', 'sausais garšaugu buljons', 'satur garšas pastiprinātāju nātrija glutamātu', 'krāsvielu e100', 'rapšu eļļa', 'selerijas', 'sausais liellopu gaļas buljons', 'liellopu buljons', 'liellopu tauki', 'satur rozmarīna ekstraktu', 'liellopu gaļas pulveris', 'maltodekstrīns', 'ķiploki', 'cukurs', 'skābuma regulētājs', 'citronskābe', 'garšvielas'];[': rīsi, ūdens, kartupeļi, sīpoli\n- liellopu gaļa 7%, burkāni, sāls, sausais gai "re\njam ž garšas pastiprinātāju nātrija glut, šs š j\n1 e100}, du ēļļa, sēlerijas, sausais liel! -71p . pi\nliellopu r: liellopu tauki {satur rozi s d «\n— dielopu gaļas pulvēris, maltodekstr vi — |\nste riet als to tronskābe }, ga — a\nā lūfēt niecīgas glutēna, zemesriekst e— cl\nļ —, sradukta vidējā uzturvērtibs es\nenerģētiskā vērtība, k}/kcal  =e\nae pp —_— hl\nā 4 tauki, g =: : 00\n| othidāi a 9 | _—\nī g vi c m ļ ņ\n\n'];5;5;['liellopu gaļa', 'sausais liellopu gaļas buljons', 'liellopu buljons', 'liellopu tauki', 'liellopu gaļas pulveris'];['liellopu', 'liellopu', 'liellopu', 'gaļas', 'gaļa'];4;1;1;['liellopu', 'liellopu', 'liellopu', 'gaļas'];['liellopu tauki'];['gaļa']
n31;29;29;191;['sīpoli', 'marinēti gurķi', 'gurķi', 'cukurs', 'sāls', 'etiķis', 'sinepes', 'aromatizētājs', 'cūkgaļa', 'ūdens', 'tomātu pasta', 'žāvēta desa', 'liellopu gaļa', 'cūkgaļa', 'cūku tauki', 'garšvielas', 'sinepes', 'aromatizētājs', 'kviešu milti', 'cukurs', 'olīvas', 'sāls', 'sausais liellopu gaļas buljons', 'sausais garšaugu buljons', 'satur garšas pastiprinātāju nātrija glutamātu', 'rapšu eļļa', 'skābuma regulētājs', 'citronskābe', 'melnie pipari'];['—— a n a lems 1 i” ,\n, | „amu | čo | emt te a a 9\n4 , g £ 4 a — -— kis : asus dā āā\n? v m m 0 — - i a as\nj | } , š , : āj 4 n ņ ā | a\nf ragstavdaļas: sīpoli, marinēti gurķi {gurki, cuku, t\nj a tr r aa aa m oazt č ,\nk sinepes, aromatizētājs}, cūkgaļa 15,8%, ūdei t\n| fa pasta, žāvētā desa 5,2% {liellopu gaļa, cūkaa! ts di» ** 71\n| 18 garšvielas, sinepes, aromatizētājs}, kvieši ž ad | "4 ā\na 1 olīvas, sāls, sausais liellopu gaļas buljons, sausais ga čč ji }\np 1 buljons {satur garšas pastiprinātāju nātri o -\n: 7 apsueļļa, skābuma regulētājs {citronskābe}, n g\nc a = iespējams var: | a\nn a a ee o oe eeeeeeeeeenieeede eee ī 4\n: | produkta vidējā uzturvērtība _ n * t\nj | enerģētiskā vērtība, lu/kcal „» a a\n. | tauki, g ģ | .užģū\nr tostarp piesātinātās taukskābes, : i ——\ni tus lnmū———— u\ndd ogļhidrāti, g\na a —— i\nv tostarp cukuri, a m da\n„siet ak een — . " i\npa olbaltumvielas, a a |\n|} sāls, g a c 4 —\nē | padotājs vrkla eesti as, pēltsamaa factory, oo jā a\n„ | ēinna mnt1,48103 poltsamaa, igaunija = ———_—00016 ne ss\n\n'];6;5;['cūkgaļa', 'žāvēta desa', 'liellopu gaļa', 'cūkgaļa', 'cūku tauki', 'sausais liellopu gaļas buljons'];['desa', 'gaļa', 'liellopu', 'liellopu', 'gaļas'];4;2;2;['cūkgaļa', 'desa', 'gaļa', 'liellopu'];['cūkgaļa', 'cūku tauki'];['liellopu', 'gaļas']
n32;5;5;79;['kūpinātas reņģes', 'clupea harengus membras', 'baltijas jūra', 'rapšu eļļa', 'pārtikas sāls'];['a a a a nn z— a\n\noo : = m\nautatai ti pata am is ss} rs sas s } j ā j i\n\n% 9} ua 1} nonās n...\n\nei preci a\n\nmeta wh ee stāvda | ”*\n\nea e61 aa i s a j |}\n\nbei} 3 s 8% \' j\n\neit a s a i , : a\n\nba š dun . ērti hi a } ”\n\n11750616"000258" | + jmoor\nnas uzglabāt ledusskapī ne ilgak k pr na šūt\n— s a ā m 1 : ā ā d\n\n'];2;0;['kūpinātas reņģes', 'Clupea harengus membras'];[];0;2;0;[];['kūpinātas reņģes', 'Clupea harengus membras'];[]
n33;3;3;106;['tuncis', 'olīveļļa', 'pārtikas sāls'];[': tuncis”*”, olīveļļa, pārtikas sāls. izplatītājs: sia -{\nmk olwa 1 oliwek, 501. dystrybutor: bolton polska sp. z 0.0., ul. domaniewska -:\n\nwmubop: eocij imctpvbiolu bh e001, rp. coģma 1839, y1. yenonemuko -\nī ietribuitor: orbico srl - str. nicolae lorga, nr. 28-30, clādirea c2, sector 1, =\ne16022 120. ed tunāk v olivovēm hronika ae = ž\nublika. go ivovom oleji. zloženie: tuniak pruhovany*”, = .\n90114 s braslava, s lorenēki republika. etemokī aiednta gan "+\norb citi e/{hbo ni , + a\naaa o hoboredepcbinā 5, ren. {044}2064692. **euthuymnus sē-\nkp var m. , \' pr alvu jrobca / bnpo6hmk: = "ee au\nezi nou :konureji / produs de / ražotājs / tootja / vyrobce / vyro p  —— ss a .\n{e!.4-39031779111. m * ” a\n\n'];1;0;['tuncis'];[];0;1;0;[];['tuncis'];[]
