IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n35;15;15;4;['auzu pārslas pilngraudu', 'cukurs', 'zemesrieksti', 'pilngraudu milti', 'kviešu', 'rudzu', 'sviests saldkrējuma', 'karamele', 'cukurs', 'piens', 'palmu un basijas kodolu eļļa', 'glikozes sīrups', 'saulespuķu eļļa', 'kefīrs', 'sāls'];['00i g m', 'a em', '= tee io i71+11', 'n |'];3;2;['sviests saldkrējuma', 'piens', 'kefīrs'];['= tee io i71+11', 'n |'];0;3;2;[];['sviests saldkrējuma', 'piens', 'kefīrs'];['= tee io i71+11', 'n |']
n36;19;19;17;['kviešu milti', 'cukurs', 'augu tauki mainīgās proporcijās', 'palmu', 'palmu kodolu', 'kokosriekstu', 'saulespuķu', 'kviešu ciete', 'glikozes sīrups', 'kakao pulveris ar samazinātu tauku saturu', 'irdinātāji', 'E503', 'E500', 'sāls', 'vājpiena pulveris', 'emulgators E322', 'saulespuķu', 'sūkalu izstrādājums', 'skābuma regulētājs E500'];['skaidulia žž', 'm', 's ā m', "ā ē at c i '", "'", 'panīksļa | n t <k 1', '1 j a ds atidari 2 | ām nn ente umusei ijā pēc īpaša nil pasutījuma', 'izplatītājs latvijā', 'sl/ talpykloje aminta vokietijoje paga| birai latvia', 'a', 'jeniavi', '4194', '/', "1 2 „de d' a", 'iet voje  uab „r rim 14smēm lat 114', '80000 st di', 'data — nemokam "ps'];2;5;['vājpiena pulveris', 'sūkalu izstrādājums'];["ā ē at c i '", "'", 'panīksļa | n t <k 1', '1 j a ds atidari 2 | ām nn ente umusei ijā pēc īpaša nil pasutījuma', '/'];0;2;5;[];['vājpiena pulveris', 'sūkalu izstrādājums'];["ā ē at c i '", "'", 'panīksļa | n t <k 1', '1 j a ds atidari 2 | ām nn ente umusei ijā pēc īpaša nil pasutījuma', '/']
n37;5;5;42;['saldais krējums', 'stabilizētāji', 'karagināns', 'polifosfāti', 'nātrija fosfāti'];['lv saldais krējums', 'apstrādāts sevišķi augstātemperatūrā', 'sastāvdaļas', 'saldais krējums', 'stabilizētāji', 'kara anapolirostati', 'nātrija fosfāti', 'izlietot līdz un katnkaras datums satītuaer reēk ar šst ostaisīrēēsk koor', 'korgpastoriseeritud', 'koostisosad', 'koor', 'stabilisaatorid', 'kamageen', 'polūfosfaat', 'naatriumfosfaadid', 'kēlblik kuni ja tootmise kuupāev', 'vtpakendilt', 'toode jahutada ennevahustamist +270', '+6', 'c', 'ietinēlē', 'apdorotaiitin aukštoje temperatūroje', 'sudedamosios dalys', 'grietinelē', 'stabilizatoriai', 'karageninas', 'ifosfatai', 'natrio fosfatai', 'tinka vartoti ikiir no data', 'zr', 'ant pakuotēs', 'prieš plakant atvēsinkīte + 160 04', 'rūd utmbkm', 'imbīparnactepm30bahhoe', 'ocrab', '|jimbkm', 'cta6w1m3atopbl', 'kappaimhah normpocpaībi', '4', 'boahatbi hatpua', 'vnotpe0mtb', '0 ml tf'];1;3;[];['lv saldais krējums', 'saldais krējums', 'prieš plakant atvēsinkīte + 160 04'];1;0;2;['saldais krējums'];[];['lv saldais krējums', 'prieš plakant atvēsinkīte + 160 04']
n38;5;5;43;['saldais krējums', 'stabilizētāji', 'karagināns', 'polifosfāti', 'nātrija fosfāti'];['ļļes aaa petera 4 srr te ais i', 'ans', '2a " y', '— aa tat jā', 'ss r« 0\' " va > nlvw art r s te n rs ļu es', 'saldais krējums "vitiaa', 'vs', '80', 'zctd saldais krējums', 'apstrādāts seviskaragināns', 'polifosfēti', 'nātrija fosfāti', 'izietot līdz unražošanas datums', 'skatīt uz iepakojuma', 'ed rēēskkoor', 'krapastoriseeritud', 'koostisosad', 'rēēsk koor', 'stabilisaatorid', 'karmrageen', 'polifosfaat', 'o kēlblik kuni ja tootmise kuupāev', 'vtkendi4 grietinēlē', 'apdorota itin aukštoje temperatūroje', 'osios days', 'inēlē', '— stabilizatoriai', 'karageninas polisē nadio fosbtai tinka vartoti iki irpa minimo data', 'žr', 'ant pakuotēs', 'acmbkm', 'yrībrparnactep/30bahhoe', 'ocrab', '1tabwnu3aropbi', 'kappamhak', 'nonmfocpaībi', 'orpeēvīb 40 m alana npow3bojicra', 'udb kg', 'ķi augstā bstemperatūrā', 'sastāvdaļas', 'saldais krējums', 'stabilizētāji', '99"br'];1;5;[];['2a " y', 'ss r« 0\' " va > nlvw art r s te n rs ļu es', 'saldais krējums "vitiaa', 'zctd saldais krējums', 'saldais krējums'];1;0;4;['saldais krējums'];[];['2a " y', 'ss r« 0\' " va > nlvw art r s te n rs ļu es', 'saldais krējums "vitiaa', 'zctd saldais krējums']
n39;10;10;54;['zemesrieksti', 'cukurs', 'medus', 'saulespuķu eļļa', 'zemesriekstu eļļa', 'sāls', 'kartupeļu ciete', 'maltodekstrīns', 'biezinātājs', 'ksantāna sveķi'];['w grauzdēti', 'sālīti zemesrieksti ar medusastāvdaļas', 'zemesrieksti', 'cukurs', 'medus', 'saulespuķu eļļa', 'zemesriekstu eļļa', 'sāls', 'kartupeļu ciete', 'maltodekstrīns', 'biezinātājs', 'ksantāna sveķi', 'var saturēt riekstudaļiņas', 'brīdinājums', 'mazi bērni var aizrīties ar riekstiem', 'ražots dānijā', 'zemesriekstu izcelsme nav es', 'n roasted', 'salted peanuts with honeyln redi', 'sugar', 'honey', 'sunflower oil', 'ents', 's ak', 'peamtass dea an starch', 'maltodextrin', 'thickener', 'xantan', '£ nuts', 'warning', 'small children canchoke  anism medin denmark', 'peanut origin is not eu', "— ' nuts", 'produc', 'doar mkapekbij conehbiii apaxne c meji', 'nohcojihe4hoe mac/10', 'octap', '!"paras apaxuc', 'caxap', '— | kaprobe/bhbii kpaxma/i', 'manmomee macno', 'corb | c hrahoban kamemb', 'moryat kar tpmh', 'garyctmte/ib zemu 3hahehma a odīia', 'a nottu', 'r aacctmlibl opex05b', 'tanrna', 'ho tp tc 02 24uzturvērtība/nutrition value/mmllebas liehhoctbenerģētiskā vērtība/ energy/ gnepremme”lyehhoctb', 'kj/k x / kcal/kkani', 'tauki/ fat/ upei', 'g/r', 'tostarp piesātinātās taukskābes aatof which saturates/ 8 tom «me»xmphble kmcnotbi', 'g/r', 'jogļhidrāti/ carbohydrate/””" 8tostarp cukuri/ of which sugēbtom uncrne caxapa la/ 2'];1;5;[];['medus', "— ' nuts", '— | kaprobe/bhbii kpaxma/i', 'corb | c hrahoban kamemb', 'kj/k x / kcal/kkani'];1;0;4;['medus'];[];["— ' nuts", '— | kaprobe/bhbii kpaxma/i', 'corb | c hrahoban kamemb', 'kj/k x / kcal/kkani']
n40;28;28;37;['ūdens', 'rapšu eļļa', 'marinēti dārzeņi', 'gurķi', 'burkāni', 'sīpoli', 'paprika', 'ziedkāposti', 'etiķis', 'aromatizētāji', 'cukurs', 'modificēta ciete', 'vājpiena pulveris', 'sinepes', 'olu dzeltenuma masa', 'jodēts sāls', 'skābuma regulētājs', 'etiķskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'beta', 'karotīns', 'aromatizētājs', 'antioksidants', 'E385'];['uzkodu mērcedažādu veidu uzkodāmburgeriem un tortiljāmmdējā uzturvērtība 1009 sastāvdaļas', 'ūdens', 'rapšu eļļa—  marinēti dārzeni', 'gurķi', 'burkānicnergētiskā 1345 sīpoli', 'paprika', 'ziedkāposti', 'etikis', 'vērtība', '325kcal aromatizētāji', 'cukurs', 'tk 309 modificēta ciete', 'vājpiena', 'tostarp pulveris', 'sinepes', 'olu =piesātinātās —', 'dzeltenuma masa', 'jodēts sālstaukskābes', '22 skābuma regulētājs', 'etikskābe', 'oglkidrāti 139 biezinātājs', 'ksantāna sveki', '" 10starp konservants', 'kālija sorbāts', 'uik 109 krāsviela', 'beta', 'karotīns', 'ubaltumvielas 1g aromatizētājs', 'antioksidantsša s aj 150', '6385', 'eteigams līdz', 'skatīt atzīmi uz iepakojuma', '"zglabāt temperatūrā no +2 līdz +20 "cvēl atvēršanas uzglabāt ledusskapi', '+2', '+8 "c', 'ho tās ia jorkla fodds latu"celt razotajs', 'si 11 gpinve babītes pac'];2;4;['vājpiena pulveris', 'olu dzeltenuma masa'];['vājpiena', 'olu =piesātinātās —', '" 10starp konservants', 'karotīns'];0;2;4;[];['vājpiena pulveris', 'olu dzeltenuma masa'];['vājpiena', 'olu =piesātinātās —', '" 10starp konservants', 'karotīns']
n41;28;28;3;['rapšu eļļa', 'ūdens', 'tomātu pasta', 'cukurs', 'etiķis', 'garšvielu maisījums', 'maltodekstrīns', 'sāls', 'sīpoli', 'cukurs', 'rauga ekstrakts', 'garšvielas', 'paprika', 'burkāni', 'pastinaks', 'aromatizētājs', 'sūkalu pulveris', 'skābuma regulētājs etiķskābe', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'sinepju pulveris', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'konservants kālija sorbāts', 'krāsviela paprikas ekstrakts', 'antioksidants E385'];["|4—rrdivs vamori——ua |ema da | '", 'je5', '4750022župir'];2;1;['sūkalu pulveris', 'olu dzeltenuma pulveris'];["|4—rrdivs vamori——ua |ema da | '"];0;2;1;[];['sūkalu pulveris', 'olu dzeltenuma pulveris'];["|4—rrdivs vamori——ua |ema da | '"]
n42;40;40;67;['saldskābmaize', 'rudzu milti', 'kviešu milti', 'cukurs', 'raugs', 'ķimenes', 'sāls', 'rudzu iesals', 'kviešu lipeklis', 'rapšu eļļa', 'krējuma sīpolu aromāts', 'sāls', 'sīpolu pulveris', 'dekstroze', 'garšas pastiprinātāji', 'E621', 'E635', 'cukurs', 'piena pulveris', 'kviešu proteīna olbaltumvielas', 'kviešu ekstrakts', 'ķiploku pulveris', 'siera pulveris', 'kvieši', 'siers', 'sviests', 'sāls', 'skābuma regulētājs', 'E270', 'E330', 'palmu eļļa', 'aromatizētājs', 'garšvielas', 'irdinātājs', 'E551', 'skābuma regulētājs', 'E327', 'hidrolizētas augu olbaltumvielas', 'saulespuķu eļļa', 'sāls'];['piknika grauzdiņi ar krējuma unsipolu garšusastāvdaļas', 'saldskābmaize', 'rudzu milti', 'kviešu milti', 'cukurs', 'raugs', 'ķimenes', 'sāls', 'rudzu iesals', 'kviešu lipeklis', 'rapšu eļļa', 'krējuma sīpoluaromats', 'sāls', 'sīpolu pulveris', 'dekstroze', 'garšas pastiprinātāji', 'e621', 'e639', 'cukurs', 'piena pulveris', 'kviešu proteīna olbaltumvielas', 'kviešu ekstrakts', 'ķiploku pulveris', 'siera pulveris', 'kvieši', 'siers', 'sviests', 'sāls', 'skābuma regulētājs', 'e270', 'e330', 'palmu', 'eļļa', 'aromatizētājs', 'garšvielas', 'irdinātājs', 'e551', 'skābuma regulētājs', 'e327', 'hidrolizētas augu olbaltumvielas', 'saulespuķu eļļa', 'sals', 'enerģētiskā vērtība', '1518 kj/ 363 kcal', '100 g produkta satur', 'taukus 16 g', 'tostarp piesātinātās taukskābes1', '2 g', 'ogļhidrātus 45 g', 'tostarp cukurus 7', '1 g', 'olbaltumvielas 6', '0 g', 'sāli2', '2 g', 'produkta gatavošana notiek vidē', 'kur var atrasties zemesriekstu', 'mandeļu', 'lazdu riekstu', 'valriekstu', 'pistāciju', 'sezama sēklu', 'olu', 'piena', 'sojas', 'kviešu un rudzu miltu daļiņas', 'leteicamā 1701 hādanas temneaeratūra + +290 49300 famneratūrā pēr'];4;9;[];['piknika grauzdiņi ar krējuma unsipolu garšusastāvdaļas', 'krējuma sīpoluaromats', 'piena pulveris', 'siera pulveris', 'siers', 'sviests', 'olu', 'piena', 'leteicamā 1701 hādanas temneaeratūra + +290 49300 famneratūrā pēr'];4;0;5;['piena pulveris', 'siera pulveris', 'siers', 'sviests'];[];['piknika grauzdiņi ar krējuma unsipolu garšusastāvdaļas', 'krējuma sīpoluaromats', 'olu', 'piena', 'leteicamā 1701 hādanas temneaeratūra + +290 49300 famneratūrā pēr']
n43;25;25;1;['rapšu eļļa', 'ūdens', 'sinepes', 'ūdens', 'sinepju pulveris', 'cukurs', 'rapšu eļļa', 'sāls', 'skābuma regulētājs etiķskābe', 'konservants kālija sorbāts', 'etiķis', 'medus', 'olu pulveris', 'modificēta ciete', 'sāls', 'cukurs', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'krāsviela beta', 'karotīns', 'ķiploku pulveris', 'konservants kālija sorbāts', 'melnie pipari', 'antioksidants E385'];['| 4750022'];2;1;['medus', 'olu pulveris'];['| 4750022'];0;2;1;[];['medus', 'olu pulveris'];['| 4750022']
n44;21;21;33;['rapšu eļļa', 'ūdens', 'etiķis', 'cukurs', 'tomātu biezenis', 'olu dzeltenums', 'sinepju milti', 'sāls', 'modificēta ciete', 'dilles', 'garšvielas', 'krāsavielas', 'beta', 'karotīns', 'riboflavīns', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'sīpolu pulveris', 'aromatizētāji', 'satur sinepju sēklas un seleriju'];['506611 american style hot dog mērceneto daudzums 418 gsastāvdaļas', 'rapšu eļļa', 'ūdens', 'etiķis', 'cukurs', 'tomātubiezenis', 'olu dzeltenums', 'sinepjij milti', 'sāls', 'modificētaciete', 'dilles', 'garšvielas', 'krāsavielas', 'beta', 'karotīns', '|niboflavīns', 'biezinātāji', 'ksantāna sveķi', 'guāra sveki', 'sīpolupulveris', 'aromatizētāji', 'satur sinēpju sēklas un', 'sēlēriju', '85 kj /384 kcal', '" ”0', '8', 'me y yu naluakj', 'mvuut uviņnun u4 70', 'aiviro jr ent ān lot k jduci conserver au rēfngērateur aprēs ouverture', 'a consommer de prēfērence hha tmajīrāgi kat «> «d gdl fe gn1b0', '85 |40075 disseldori deutschland', 'wwwheinz', 'eu |'];1;4;[];['olu dzeltenums', 'karotīns', '" ”0', 'eu |'];1;0;3;['olu dzeltenums'];[];['karotīns', '" ”0', 'eu |']
n45;24;24;52;['saulespuķu eļļa', 'ūdens', 'tomātu biezenis', 'etiķis', 'cukurs', 'glikozes', 'fruktozes sīrups', 'olu dzeltenums', 'sāls', 'modificēta kukurūzas ciete', 'dilles', 'vorčesteras mērce', 'miežu iesala etiķis', 'melase', 'invertcukura sīrups', 'citronu eļļa', 'sinepju pulveris', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'aromatizētāji', 'krāsaviela', 'riboflavīns', 'diļļu ekstrakts'];['506610 american style burgeru mērceneto daudzums 418 gsastāvdaļas', 'saulespuķu eļļa', 'ūdens', 'tomātu biezenis etiķis', 'cukurs', 'glikozes', 'fruktozes sīrups', 'olu dzeltenums', 'sāls', 'modificēta kukurūzas ciete', 'dilles', 'vorčesterasmērce', 'miežu iesala etiķis', 'melase', 'invertcukura sīrups', 'ūdens', 'sīpoli', 'sāls', 'tamarinda ekstrakts', 'ķiploki', 'garšvielas', 'dik citronu eļļa', 'sinepju pulveris', 'biezinātāji', 'ksantāna sveķi', 'mal guāra sveķi', 'aromatizētāji', 'krāsaviela', 'riboflavīns', 'diļļu 15lp ekstrakts', 'rads kalt īp', 'uzturvērtība 100 g', 'enerģētikā vērti ība 1540', '/3/2 kc 9', 'tauki 36 g', 'tostarp piesātinātās taukskābes 3', '1 8', 'bogļhidrāti 12 g', 'tostarp cukuri 9', '3 g', '12škiedrvielas 0', '33 g', 'olbaltumvielas 1', '0 g', 'sāls 2', 'kā', 'atvērtu uzglabāt ledusskapī un izlietot 6 nedēļu ja!a 4 ly 3saieta īdz', 'skatā uz iepakojum a', 'ražots f0 iela 119b', 'č— un partnari', 'dzimisw i ž int doī lan polen/ pays de production', 'pologre—aa šu aa na'];1;1;[];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n46;18;18;93;['ūdens', 'saulespuķu eļļa', 'etiķis', 'cukurs', 'ķiploki', 'sūkalu olbaltumvielas', 'piena', 'modificēta ciete', 'sāls', 'garšvielas', 'satur sinepes', 'maurloki', 'skābe', 'citronskābe', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'dabīgs aromatizētājs'];['«ed', 'esnaku padažas', 'sudedamosios dalys', 'vandug', 'saulēgra?allejus', 'actas', 'cukrus', 'česnakai', 'isrūgu milteliai', '$ pieno', 'podānnas amisdruska', 'prieskoniai', 'sudetyje ņra garstčnu', 'laiskinis česnakas', 'rūgstinguma reguliuojanti medžiaga', 'atri rūgstis', 'tirstkliai', 'ksantāna derva', 'pupeniuy derva', 'natūralios kvapiosios medžiagos', 'geriausialvl', 'data nurodyta ant pakuotēs', 'atidarius pakuote laikyti šaldytuve', '«cd ķiploku mērce', 'dastāvdajas', 'ūdens', 'saulespuķu eļļa', 'etiķis', 'cukurs', 'ķiploki', 'sūkalu olbaltumvielas', 'piena', 'modincēta ciete', 'sāls', 'garšvielas', 'satur sinepes', 'maurloki', 'skābe', 'citronskābe', 'biezinātāji', 'ksantāna sveķi gunsveķi', 'dabīgs aromatizētājs', 'ieteicams līdz', 'skatīt uz vāciņa', 'uzglabāt sausā vietā istabas temperaturā', 'pēc atvēršanas uzglabāiedusskapi gb kiiiskaugukaste', 'koostisosad', 'vesi', 'pāevalīleēli', 'dādikas', 'suhikur kiuslauk  vadakuvalk', 'pāmast', 'mudlitseeritud tārklis', '5ool', 'vūrtsid', 'sisaldab sinepit', 'murulauk', 'hape lsidrunnape', 'palsendaja', 'lsanaamamn', 'guarkummā', 'looduslik lohna', 'ja maitseaine', 'parim enme', 'vt korgilt', 'pārast avarist sāliuno „kugesta”', 'kibiēksties g', '8', '17', '02242 vilnius', 'ltada kilmikus', '«gb patrasietuva', '+37052397739 infoeugestalt «c izplatītājs 31 žun partneri', 'dzirciema iela 1196', 'lv', '1055', 'rīga', 'latvija', '+37167472500', 'officeoeugesta', 'v «bd into', '0test as', 'rukki tee 5', 'lehmja 75306', 'eesti+37126827782', 'infodeugesta', 'ee e', 'a 420', "'", '400 nlsa a īs maistinē vertē/ uzturvērtība/ ittles toitevāartused lm 1009o> fnerginevertē/ enerģētiskā vērtība!', 'sg kd', '37110', '—— fnergiasisaldus a= riebalai/tauki/ min diva r—aoead kssss=a mis piesnīnātās taukskābes/ 294'];2;4;[];['$ pieno', 'sūkalu olbaltumvielas', 'piena', "'"];2;0;2;['sūkalu olbaltumvielas', 'piena'];[];['$ pieno', "'"]
n47;11;12;41;['rapšu eļļa', 'tomātu biezenis', 'etiķis', 'cukurs', 'OLU dzeltenums', 'ciete', 'sāls', 'SINEPJU sēklas', 'garšvielu un garšaugu ekstrakti', 'satur SELERIJAS', 'antioksidants', 'kalcija dinātrija EDTA'];['| es508 6609 mērce saucy sauceneto daudzums 425gastāvdaļas', 'rapšu eļļa', 'tomātu bie', 'enis', 'etiķis', 'cukurs', 'olu dzeltenumsa"', 'ciete', 'sāls', 'sinepju sēklas', 'garšvielun garšaugu ekstrakti', 'satur selerijas', 'ant oksidants', 'kalcija dinātrija edta', 'brīvas turēšanas apstākļos dētas olas', 'uzturvērtība', '100g produkta satur', '—_', 'mai ēta vērtība 18124j/ 432kcai', '0', '8g', 'tostarp piesātin', 'taukskābesogir iidrāti 14', '7g', 'tostarp cukuri 12g', 'je c9g5', 'tumvielas 0', '9g', 'sāls 1', '5g', 'e cap', 'tvēršanas uzglabāt iedusskapi', 'j', 'heinz04 a altšr skatīt uz iepakojuma', '?', 'ublin', 'šā', 'izplatītājs', 'sia eugesta un pzcouk| dzire ema iela 119b', 'rīga167472500typical |values', '"deia alai'];1;4;['olu dzeltenums'];['| es508 6609 mērce saucy sauceneto daudzums 425gastāvdaļas', 'olu dzeltenumsa"', 'brīvas turēšanas apstākļos dētas olas', '?'];0;1;4;[];['olu dzeltenums'];['| es508 6609 mērce saucy sauceneto daudzums 425gastāvdaļas', 'olu dzeltenumsa"', 'brīvas turēšanas apstākļos dētas olas', '?']
n48;40;40;77;['ūdens', 'rapšu eļļa', 'invertcukura sīrups', 'sarkanvīna etiķis', 'konservēts sarkana paprika', 'ananāsu sulas koncentrāts', 'sinepju sēklas', 'kornišoni', 'cukurs', 'garšvielas', 'ķimenes', 'paprika', 'kajēnas pipari', 'oregano', 'kurkuma', 'koriandrs', 'ingvers', 'krustnagliņas', 'melnie pipari', 'baltie pipari', 'piparmētra', 'rozā pipari', 'zaļie pipari', 'čili', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'etiķis', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'sīpoli', 'ķiploki', 'ābolu etiķis', 'konservanti', 'E202', 'E211', 'garšas pastiprinātāji', 'E621', 'aromatizētāji'];['nisonio', 'sunikut', 'votīšiu na koooomned', 'pē', 'pipar', 'pune', 'kurkum', 'koriander', 'ingver', 'rē musvaige pipar', 'vūrts', 'roosa pipar', 'rohelinē bip', 'f', 'ts "murareliate ā we mk ortus airi  āādikaspaksendaja', 'guarkummi', 'ksantaankummi', 'sibul', 'kļūslam', 'ši a sunatādikas', 'sāilitusained', 'e202', 'e211', 'maitsetugevdaja”', 'e621', 'loēhna', 'ained', 'astāvdaļas', 'ūdens', 'rapšu eļļa', 'invertcukurasīrups', 'sarkanvīna etiķis', 'konservēts sarkanapaprika', 'ananāsu sulas koncentrāts', 'kornišoni', 'cukurs', 'garšvielasiķimenes', 'paprika', 'kajēnas pipari', 'oregano', 'urkuma', 'koriandrs', 'ingvers', 'krustnagliņas', 'melnie pipari', 'baltie pipari', 'piparmētra', 'rozāpipari', 'zaļie pipari', 'čili', 'olu dzeltenuma pul', '4 veris', 'modificēta ciete', 'sāls', 'etiķis', 'biezinātājiij iguāra sveķi', 'ksantāna sveķi', 'sīpoli', 'ķiploki', 'ābolu etiķis', 'konservanti', 'e202', 'e211', 'garšaspastiprinātāji', '6621', 'aromatizētāji', 'loksutada! sakrata!sāailitamine avatuna', 'kūlmkapis', 'pēc atvēršanas', 'aukstā uzglabāšana', 'avamine', 'keera kork lahti ja eemalda tihendenne kasutamist', 'niatvēršana', 'noskrūvēt plastmasas vāciņu', 'noņemat nost aizsargplēvi', '| toitevāārtus/100 g + uzturvielas/100 g', '| giasisaldus /enerģētiskā vērtība 1327/320 kj/kcarasvad / tauki 28 a'];1;3;['olu dzeltenuma pulveris'];['olu dzeltenuma pul', '| toitevāārtus/100 g + uzturvielas/100 g', '| giasisaldus /enerģētiskā vērtība 1327/320 kj/kcarasvad / tauki 28 a'];0;1;3;[];['olu dzeltenuma pulveris'];['olu dzeltenuma pul', '| toitevāārtus/100 g + uzturvielas/100 g', '| giasisaldus /enerģētiskā vērtība 1327/320 kj/kcarasvad / tauki 28 a']
n49;17;17;32;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];['bb m iu vva attlēcībā', 'pa3becīu bonoli g| 2', 'vāfīt 3 ž" lughmm 1', '1šu zirņu zupa ar cūkgā”', 'sastāvdaļas', 're h iedur a 4 cūkgaļa kūpināta', 'cūkgaļa', 'ploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoliffāpšu eļļa', 'rūbas', 'sāls', 'nuga ekstrakts', 'kkvlē u milti', 'kartupeļu šķiedras', 'garšvielas', '100g produkta uzturvērtība /meban uennogtb 100 r npoayktāam aenerģētiskā vērtība / 586 kj / kltmnogkar uennoctb 140 kcal / kkantauki / mkupu 710g/r"starp piesātinātās taukskābes / 14g/rom uene nacbiuentbie mmphblē kmcnotbiaalkidrāti / vrnesonu 18', '4 g/rtostarp cukuri / 8 tom uncne caxapa 772sasremviatas/ benxu 59g/rner ulšēaru', '0poxopp', 'j cyn cogooctap', "bāfarr ' niepbviema", '10pox', 'kaptoe/', 'komuejaa rocbmhuha', '40chok', 'co/ib', 'vephbif mepancoboe macnope', 'mn„nepnoobaa kpyna', 'coņmy va čaieteicams līdz"kaptoeadhaa kreruatva', 'un paras vu openražošanas datums | m prast āltacbmhhhodneto maaca / marea ueatta |'];2;6;['cūkgaļa kūpināta'];['re h iedur a 4 cūkgaļa kūpināta', 'cūkgaļa', '100g produkta uzturvērtība /meban uennogtb 100 r npoayktāam aenerģētiskā vērtība / 586 kj / kltmnogkar uennoctb 140 kcal / kkantauki / mkupu 710g/r"starp piesātinātās taukskābes / 14g/rom uene nacbiuentbie mmphblē kmcnotbiaalkidrāti / vrnesonu 18', '4 g/rtostarp cukuri / 8 tom uncne caxapa 772sasremviatas/ benxu 59g/rner ulšēaru', "bāfarr ' niepbviema", 'un paras vu openražošanas datums | m prast āltacbmhhhodneto maaca / marea ueatta |'];1;1;5;['cūkgaļa'];['cūkgaļa kūpināta'];['re h iedur a 4 cūkgaļa kūpināta', '100g produkta uzturvērtība /meban uennogtb 100 r npoayktāam aenerģētiskā vērtība / 586 kj / kltmnogkar uennoctb 140 kcal / kkantauki / mkupu 710g/r"starp piesātinātās taukskābes / 14g/rom uene nacbiuentbie mmphblē kmcnotbiaalkidrāti / vrnesonu 18', '4 g/rtostarp cukuri / 8 tom uncne caxapa 772sasremviatas/ benxu 59g/rner ulšēaru', "bāfarr ' niepbviema", 'un paras vu openražošanas datums | m prast āltacbmhhhodneto maaca / marea ueatta |']
n50;17;17;19;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];['manam " wi € esmu ui dcootholiēhmm 1', '1— 2', 'bapntb 3 mmhytb|w zirņu zupa ar cūkgaļusastāvdaļas', 'coūdens', 'zirņi', 'kartupeli', 'cūkgaļa kūpināta', 'cūkgala', 'ieme zimi', 'kartupeli', 'cūlgaja kāpināta', '97', 'ūlgaļa', '—auga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas', '100g produkta uzturvērtība /uehhoctb 100 r nponyktaenerģētiskā vērtība / 586 k', '/ «xmeprermueckas ueehhocte 140 kcal / «kantauki / xkupsitostarp piesātinātās taukskābes /8 tom umcnē hachiiinemnanas sm samamaaā ja ar nati ito0g/r'];2;4;['cūkgaļa'];['manam " wi € esmu ui dcootholiēhmm 1', 'cūkgaļa kūpināta', '100g produkta uzturvērtība /uehhoctb 100 r nponyktaenerģētiskā vērtība / 586 k', '/ «xmeprermueckas ueehhocte 140 kcal / «kantauki / xkupsitostarp piesātinātās taukskābes /8 tom umcnē hachiiinemnanas sm samamaaā ja ar nati ito0g/r'];1;1;3;['cūkgaļa kūpināta'];['cūkgaļa'];['manam " wi € esmu ui dcootholiēhmm 1', '100g produkta uzturvērtība /uehhoctb 100 r nponyktaenerģētiskā vērtība / 586 k', '/ «xmeprermueckas ueehhocte 140 kcal / «kantauki / xkupsitostarp piesātinātās taukskābes /8 tom umcnē hachiiinemnanas sm samamaaā ja ar nati ito0g/r']
